category_id,category
1155,Italian Pasta
1156,Curry Non Veg
1157,Brakefast
1158,Pizzas & Burgers
1159,Waffle-Pancake with Ice Cream
1160,Design Cakes
1161,Noddles
1162,Cheese Burst Burger Meals
1163,M.o.m Shake
1164,With Ice Cream
1165,Veg Sandwich with French Fries
1166,Ice Coffee
1167,Gujarati New Launch (jain Not Available)
1168,Signature Combos
1169,Freshly Scooped Tubs
1170,RICE AND BIRYANI
1171,Cakes & Pastry
1172,Curries
1173,Wazwaan
1174,Tandoori Special
1175,Crackling Combos
1176,All-New Sundaes
1177,Continental
1178,Matka Kulfi
1179,Falooda's
1180,Kulfis
1181,Summer Of 25-New Launch!
1182,Veg Starters & Dry
1183,Gourmet Cakes
1184,Dessert Jars
1185,Mandhi
1186,Hot Milk Coffee
1187,Ghee Rice Bowls
1188,Fish thali
1189,Special Sweets
1190,Rava Plain
1191,Chinese Veg Chowmin
1192,Freindship Day Special
1193,South Indian  Breakfast
1194,Chief's Special Gravies
1195,Food Pack Dinner
1196,Cheese Samoxa
1197,Raita And Papad And Salad
1198,Mutton Chowmein
1199,Viennoiserie
1200,Choupsuey
1201,Dry Sweet
1202,Parotta Varieties
1203,Choices Of Salad
1204,Baklava & Kunafa
1205,Combo Offer
1206,Tandoor Items
1207,Pepperoni Pizza
1208,Lime & Juices
1209,Biryani Buckets (super Savers)
1210,Fried rice and noodles
1211,Breakfast @ 149
1212,Cheese Fries
1213,Kabab & Kanti
1214,Stick Kulfi
1215,Sweeets And Desserts
1216,WeFit Protein Bowls
1217,Cookies & Namkeen
1218,Sandwiches & Wraps
1219,Kolkata Special Biryani
1220,Non Veg Main Course 
1221,WRAPS AND MEALS
1222,Street Sliders
1223,Fries & Snacks
1224,Gelato Shake
1225,Fride Rice
1226,Drinks & Beverages
1227,Dosirak [Thali]
1228,Dal Tarka Maar Ke
1229,Curries & Subzi
1230,Veg Momos
1231,HNH Ice Cream Pastry
1232,Thukpas
1233,Assorted Sweets
1234,Pizza Flix (veg)
1235,Chinese Starters 
1236,Fried Momo
1237,Sukuaa (Dry Fish Item)
1238,Healthy Cookies
1239,Noodlesss
1240,450 ML Ice Cream Tubs (Serve 4-5)
1241,Flower/ Methi/ Sev Sabzi's
1242,MOMO
1243,Varieties Of Fish
1244,Special Lassi's
1245,Laphing Section
1246,Gravy Main Course 
1247,Bhajipav
1248,Chatkara Summer Special
1249,Sandwiches and Wraps
1250,Legendary Andhra Meals
1251,Eggless
1252,Ice Cream Cakes
1253,Special Sweet
1254,Drinks Beverages
1255,Veg Dimsum
1256,Indian Dish
1257,Indian Traditional Fish & Prawn
1258,Mughlai Combos
1259,Kukkad Da Chakkar {chicken Mains}
1260,Prasad
1261,Other
1262,Miguels Kitchen
1263,JK Signature Burgers
1264,Thali Combo
1265,Rabdi
1266,Sizzler
1267,Khakra
1268,Season Special
1269,Special Rice
1270,Iced Tea
1271,Rice Bowls Small
1272,Premium Pastry
1273,Indian Rice Veg
1274,Gift & Hampers
1275,Palak Dosa
1276,Street Food Snacks
1277,Steak Burger
1278,Sides & Dips
1279,French Fries & Munchies
1280,Kolkata Dum Biryani
1281,Crazy Non Veg Roll
1282,Boneless Chicken
1283,Ganpati Bappa's Favourite
1284,Chinese Combo Special
1285,Dry Fruit Cans
1286,Kitchen Items
1287,Pure Soya Veg Special Tandoori Items
1288,Sev Puri
1289,Oh! Saucy (Newly Launched)
1290,Continental Favorites
1291,Pongal Bowl Festival
1292,Homemade Lasagna
1293,Oberai Shake Factory
1294,COLD BEVARAGE
1295,Egg Starter Hub
1296,Jar Cake.
1297,Coconut Special Biriyani
1298,2x Cheesy Pizza Value Combo
1299,Veg Thali
1300,Homely Combos
1301,Exclusive Kebab Combos
1302,Biryani Fest
1303,All day snacks
1304,Boba Shakes
1305,Kulfi
1306,Nachos dip
1307,Popular Flavours Cakes
1308,SALAD
1309,Chineese Combo Meal
1310,Indian Main Course Non Veg
1311,Matchdays Epic Deals (upto Rs 308 Off)
1312,Guilt Free Wraps (Wholewheat)
1313,New Items
1314,Ganesh Chaturthi Festive Combos
1315,Snacks and Chaat
1316,Dry Fruits Sweets
1317,Tiffins
1318,COMBO MEAL
1319,Slush
1320,Idly varieties
1321,TARKA
1322,Andhra Variety Rice
1323,Breads From Clay Pot
1324,Tikkas
1325,SIMPLE Soup's
1326,Rumali Rolls
1327,Korean Fried Chicken
1328,Pan Asian Cravings
1329,Veg Sizzels Special Dosas
1330,Angeethi Barbeque
1331,Celebration Box
1332,Ghar Ka Tadka FriDay Special
1333,Chinese Special Snacks
1334,Rice Lunchbox
1335,Ice Cream Shake
1336,Indian Appetizers (veg)
1337,Monsoon Combo Kulfi
1338,Makhana
1339,Main
1340,Veg Special Rolls
1341,Beverage
1342,Chakluk ( Thali)(Local)
1343,South Indian Snacks  
1344,Plain Dosas
1345,Momos Platter
1346,Wraps & Momos
1347,Party Accessories 
1348,Combos [O]
1349,Snacks And Chaat
1350,Gift Hampers
1351,Saath Saath
1352,Hot Beverages & Aerated Drinks
1353,Chaat Street
1354,Fried Snacks
1355,Puddings
1356,Cold Brew
1357,NON-VEG BURGERS
1358,Salad And Raita
1359,Healthy Fusion
1360,Gravy Chaap
1361,Loaded Fries
1362,Egg 
1363,Bengali Combo
1364,Pepperoni Pizza - Chef's Special
1365,Super Mocktails
1366,Rolls
1367,Veg Chinese Rice And Noodles
1368,Rice And Biryani
1369,Vegetables Tandoori
1370,Egg Rolls
1371,Vada Pav
1372,Alishaan Biryani (Serves 4-5)
1373,Dum Mast Biryani
1374,Mini burger (sliders)
1375,Diwali Crackling Combos
1376,Across The Continent Soups
1377,Biriyani Mini Packs
1378,Desi Ghee Namkeens
1379,Non Veg Starter Items
1380,Macarons
1381,Waffle Sundae
1382,FRESH JUICE
1383,Bowls (Save Upto 40%)
1384,BFF Meals
1385,Mewa Bites
1386,Sides And Snacks
1387,Bakery & sweets
1388,Sashti thali
1389,"Sweet Sin, Waffles & Sundaes"
1390,Value Chicken  Bucket.
1391,Biryani Lunch Box
1392,Fun Meal Box
1393,Sgs Chicken Items
1394,Papad
1395,NOODLES NON-VEG
1396,Hot Chocolates
1397,Veg Homely - FEAST THALI
1398,Indian Rice Non Veg
1399,10 LARGE PIZZAS | NON-VEG
1400,BAKERY
1401,Ice Cream Sandwiches
1402,Chinese Gravy
1403,Vegetables Gravy
1404,Fresh Bakery Products
1405,Pot Meals
1406,Wow! Kulfi Dessert (8)
1407,Veg Mughal Biryani
1408,Special Biryani's
1409,Eggs
1410,Sandwichs
1411,Salads & Accompaniments
1412,All-New Waffles
1413,Dal
1414,De dosti special combo
1415,Appetizers Veg
1416,Pizza Napolitana
1417,Green Veg Starters
1418,Biryani Items
1419,Gravy Main Course
1420,Special Offer Biryani Just 199
1421,Shrikhand / Matho
1422,Juice and Shake
1423,Pancakes  And Waffles
1424,SUMMER COMBOS
1425,Mysore Bajji
1426,Other Snacks
1427,Tandoori And Tikka
1428,Paratha Junction
1429,Gourmet sandwiches
1430,MineCraft Meal
1431,Pasta BOWLJ
1432,Cupcakes
1433,Rasoi special
1434,Tikka Kababs Lovers
1435,Chinese (Non Veg)
1436,Jelly / Fruit salad / Sweets
1437,Newly Launched Burgers
1438,Korean Food
1439,Ala Carte
1440,Lasagne
1441,Smoothie - Greek Yoghurt
1442,International Blends
1443,Soups & Thukpas
1444,Starters Nonveg
1445,Tikka Non Veg Staters
1446,Retails
1447,Veg Seasonal
1448,Super Indulge
1449,Cake (500 Gm)
1450,Salad Corner
1451,Sea Food Appetizers
1452,Signature Bowls
1453,Doughnuts
1454,Veggie Rolls [Big 9]
1455,Exclusive Desserts
1456,All Day Food
1457,Family Pack Combo
1458,Mini Stick
1459,Medley Smoothie Bowl
1460,Indian (Starter)
1461,Main course
1462,Tundays Combo
1463,Refreshing Quenchers
1464,Combos Loved By Ranchi
1465,Tandoorse
1466,Make Your Own Pizza
1467,Mini Lunchbox
1468,Mnc Special Momos
1469,Edible Cup Mousse
1470,Indian Veg
1471,Kids Donuts
1472,Chiness Chow& Conti
1473,Chettinad
1474,Rumali Roti Lunchbox
1475,Veg Delight Starters
1476,Kofta Curries
1477,French Fries
1478,Roti and raita
1479,Birthday Special
1480,Rotis
1481,Loaded Snacks
1482,Sparkling Iced Beverages
1483,Sanghai Fried Rice
1484,Shorbas
1485,Green Veg Curries
1486,Deserts & Pastries
1487,Maggi Gallery
1488,Hot Lemon Tea
1489,Signature Eggless Cakes
1490,Indian Traditional Egg
1491,Chinese Specials 
1492,New Launchs
1493,10 LARGE PIZZAS | VEG
1494,Steam/Fry
1495,So Southy Rice
1496,Dal And Paneer
1497,Oriental Rice
1498,Hot Special Flavorful Beverages
1499,Mix Soup
1500,Om's  Special Ghewar
1501,Nan
1502,Matho
1503,Family Combo
1504,Chicken popcorn
1505,Kaada Special
1506,Finger Food Bucket
1507,Garlic-breads
1508,Oh-so-Cheesy (New Launch)
1509,Tea Time Cake
1510,Jmb premium masala
1511,Mains (non-veg)
1512,Pastry/dessert In Jar
1513,Chenna Sweets
1514,Land Of Thousand Spices
1515,Asian Snacks
1516,Handvo
1517,Lassi
1518,Non Vegetables
1519,Bangali chicken thali
1520,Desserts And Beverages
1521,EID Special
1522,Dessrt Chhena
1523,1 + 1 BOGO @ 179 each [Coupons Applicable]
1524,Late Night Specials
1525,Today's special
1526,Merchandise
1527,Mac And Cheese
1528,Mix Box
1529,No Added Sugar Mithai
1530,Egg Dishes
1531,Tandoori Snacks
1532,Roll & Starter Combos [FREE Coke & Choco Lava w...
1533,Tea and Coffee
1534,Mini Pancakes
1535,Fusion Mithai Collection
1536,Chole Bhature Combo’s
1537,Healthy Desserts Jar
1538,Barbeque
1539,All Time Favourite Combinations
1540,Tandoori Delights
1541,Dam biriyani rice with chicken kosha 3pic f
1542,Indian Combo
1543,Noodles And Chopseys
1544,Munchies's special
1545,Shake / Juice (300Ml)
1546,Schezwan Rice
1547,Veg Pasta
1548,Veg Biryani
1549,Make your own combo
1550,Janata Meal
1551,HEALTHY DESSERTS
1552,Indian Main Course (non-veg)
1553,Janmashtami cakes
1554,Tea And Snacks
1555,Prawn
1556,MONSOON MISINGS
1557,Loaded Nachos
1558,Chicken Manchurian
1559,Chilli Garlic Fried Rice
1560,Tandoori Roti(Breads)
1561,Value Combos
1562,"Rice, Pulao & Biryani"
1563,Breakfast Economic Menu (till 12pm)
1564,The Ranveer Singh Meal
1565,Ganesh chaturthi spl combo
1566,Veerji Special Shakes
1567,Parathas
1568,Cheesecake Slices
1569,Maki Rolls(6pcs)
1570,Chai Melody
1571,Veg Soups
1572,Thick Juice
1573,GBC Mini Meals
1574,Taste OF India Combos
1575,Fresh Fruit Juices
1576,Kilo Biryani (Serves 2-3)
1577,Burger (combo)
1578,Upper Crust Signature Dishes
1579,New Introduction
1580,Appetizers Pork
1581,Prawn Items
1582,Boba
1583,Friday Funday Flavour (New Attraction)
1584,Indian Specialities
1585,Roli
1586,Sorbet Shake
1587,Special  Dish
1588,International Wraps
1589,Mutton Special
1590,Mawe Ki Mithai
1591,Dairy
1592,Chineese
1593,Special Biryani
1594,Classic Semizza (Half Pizza) (Serves 1)
1595,THUKPA
1596,Brownie & Cup Cakes
1597,Rice and biryani
1598,Small Bites
1599,Extra Value Meal Medium
1600,North Indian Rice
1601,Mod X Laneige Donuts
1602,Cold Coffee Delights
1603,Rice biryani
1604,WeFit Keto Meals
1605,Non-Veg Snacks
1606,Newly Launched
1607,Curries And Breads
1608,Indian Selections
1609,Christmas Gifting
1610,Mix Noodles
1611,Makar Shankranti Specials
1612,Ghee Dosa's - Special
1613,Burger (Whole Wheat Goodness)
1614,Gourmet Non-Veg Pizzas (11 Inch/14Inch)
1615,Puri
1616,Keto Sandwiches
1617,Vegetable Dishes
1618,Ghee Special
1619,HOT & CRISPY CHICKEN & WINGS
1620,Chizza
1621,Salem RR Non Veg Starters
1622,Mushroom And Paneer Rolls
1623,Ice Cream Bricks
1624,Non Veg Main-dishes
1625,Muruku
1626,Pakoda
1627,Old Delhi Famous Roasted Item
1628,Bao Burger
1629,SWEET
1630,Fried Items
1631,Tandoori Items
1632,Fix-Thali (Gujarati - Punjabi)
1633,Veg thali
1634,Pizza & burgers
1635,Ratna Tiffin Specials
1636,Chinese Dim Sum
1637,French Pastry
1638,Meal For One
1639,Flavoured Rice
1640,Harley's Gourmet Celebration Cheesecakes
1641,Desi Indian Snacks
1642,Bread Items
1643,Friendship Day Epic Deals (upto Rs 256 off)
1644,Master Chef Curated Meals (Serves 1)
1645,Indian Cuisine
1646,Cheesecake
1647,Sea Food Main Course
1648,FALHARI SPECIAL
1649,Dips & Salads
1650,Holi Special Namkeens
1651,Rice Varieties
1652,ROLL
1653,Tiffin side dish
1654,SWEETCORN
1655,Rice Bowls
1656,Thali [ No Onion & No Garlic]
1657,Tea N Coffee
1658,Fried Chicken Strips
1659,Premium Desserts
1660,Breakfast All Day
1661,Indian Non Veg Gravy
1662,Bites & Delight Collection
1663,Chinese Staters
1664,Kothu Parotta Corner
1665,Thalis & Rice Bowls
1666,Cold Drinks
1667,Prepacked Milkshakes
1668,Meals For One [Serves 1]
1669,Khichu
1670,Chilli Sausages Hot Wings
1671,BIG 10 PIZZAS | NON-VEG [SERVES 2-3]
1672,Bevereges
1673,Waffle
1674,Gift Packs
1675,Poha & Upma
1676,Veg Meals and Combo
1677,Wazwan
1678,Bubble Tea
1679,Executive Meal
1680,Punjabi Main Course
1681,Burger Wraps (Extra Crunch)
1682,Mustard Classics
1683,Add-on
1684,Desserts.
1685,Veg/ Paneer/ Mushroom/ Babycorn/ Kaju Sabzi's
1686,Buttery Mania Non Veg Pizza
1687,Epic Combos [FREE Coke & Choco Lava worth Rs.120]
1688,Chinese Items
1689,Holi Specials
1690,Match Day Combos [Upto 15% Off]
1691,PASTA
1692,Vegetarian
1693,Roti Bread
1694,Refreshing Mukhwas by Om Sweets
1695,Retail Items
1696,Pizza Meal
1697,Cones
1698,Thalis
1699,Namekeen
1700,Idd special
1701,Indian Chaat
1702,Biryani
1703,Combos Items
1704,Tarts
1705,SPECIAL SODA
1706,Ganesh Chaturthi Modak
1707,Chowmein
1708,Cafe aurora kimchi
1709,Bengali Sweets
1710,Fresh Fruit Juice
1711,Flavoured Cold Coffee
1712,Shakes (Special)
1713,Basque Cheesecake
1714,Cold Beverage 
1715,Crepes (bakersestate X Amoruccio )
1716,Desi Chais-New Launch!
1717,Sugarfree Healthy Desserts
1718,Snack
1719,Chilli Paneer
1720,Pickle Mania
1721,Sandesh
1722,Day Special Dosa
1723,Dal Papad
1724,Rice/Pulao
1725,Breads & Buns
1726,Amritsari Kulcha With Chole And  Amul Butter
1727,Devas Chinese Combo
1728,Indian Bread Roti
1729,Main Course (north Indian)
1730,ALL DAY LONG
1731,Diwali Gifting
1732,Giant Burgers
1733,Gimbap Korean
1734,REGULAR 7 PIZZAS | VEG [SERVES 1]
1735,Party Menu for 10pax
1736,Thali
1737,Ice Cream Cake HNH
1738,Indian Curries Small
1739,GBC Special Rolls
1740,Hi - Tea
1741,New Irresistible Cake
1742,Malai Chicken Roll
1743,Combo Item
1744,Signature Paneer Rolls
1745,Ganesh Chaturthi
1746,Chef's Specials
1747,Combos & Meals
1748,Breakfast And Evening
1749,Lotus Stem Starter
1750,Jugalbandi Slice Kulfi
1751,House of Mishti
1752,Makar Sankranti Specials
1753,Green Chillies Starters Dishes Veg
1754,South Indian Special
1755,Cold Coffee  Milkshake
1756,Hot And Crisy Chicken
1757,Combo Pack
1758,Pesara
1759,Add-ons
1760,New Arrival
1761,Cup Cakes
1762,Veg Main Course
1763,Assorted Platters
1764,Rebel Pizza
1765,Smoothie's
1766,Evening Specials[Bv]
1767,Chana Masala Items
1768,Canned Beverages
1769,Chowmein And Rice Items
1770,Lazeez-E-Chicken
1771,Flavor Coffee
1772,Pav Bhaji Plate
1773,Peri Peri Shawaya Mandi
1774,Seasonal
1775,Single Donuts
1776,Kathi Rolls
1777,Desserts & Beverages
1778,Namkeen & Chips
1779,Hot Items
1780,Dream's Combo Meals
1781,"Chinese Noodles, Rice And Chopsuey"
1782,Veg Platter
1783,Family Pack (3200ml)
1784,Evening Snacks
1785,Noodles Bowl
1786,Chaat Items
1787,Egg and Omelette
1788,Superme Cakes
1789,Signature Rice Bowl
1790,What?s New
1791,Gift Sweet Boxes
1792,The BWC Store
1793,CHOWMEIN - CHOPSUEY
1794,Pocket Friendly Meals
1795,Sea Food Biryani
1796,Chop Suey
1797,Curd & Raita
1798,Bread Basket
1799,Grills & Mains
1800,Veg Specials
1801,Half & Half Pizzas [Big 10]
1802,Kantis
1803,Juice and Shakes
1804,Savour The Sea
1805,Traditional Items
1806,Harley's Grand Celebration Medovik Cakes
1807,Super Bowls
1808,Chikki
1809,Crispy Chicken
1810,Breakfast
1811,Uttapam And Vada
1812,Non Veg Sandwiches
1813,Vegetarian Main Course Paneer
1814,Somewhere special
1815,Shaan Biryani (Serves-2)
1816,Cold Coffee/ Smoothies/ Lemonades
1817,Rice Bowl Combo
1818,Cold beberage
1819,Value Meals - Flat 20% Off
1820,Shefali
1821,Fruit Shakes
1822,Meal For 1
1823,Jamai Bhoj
1824,The Chinese Delights
1825,Cafe aurora kimbap
1826,Breakfast for Veggies
1827,Rakhi Gift Hampers
1828,Ice Cream Sundaes
1829,Footlongs
1830,Bamboo Shoot
1831,Main Courses
1832,Dal & Lentils
1833,Tandoori (Kabab)
1834,Veg Kathi Rolls
1835,Cafe Specials
1836,Choco Cravings
1837,Summer Cool Special Pack of Five 
1838,Pastas & Risottos
1839,Starter Non Veg
1840,All Day Bowls
1841,Mutton Fried Rice
1842,Grits n gravy special non veg combos
1843,Chinese Cuisine
1844,Juices Exclusive
1845,Calzones
1846,Burger & Fries
1847,Non Veg Combo
1848,Baked Cheese Pastry
1849,Millet Stuffed Paratha
1850,Desserts & Jar Cakes
1851,Choctails
1852,A Pizza House
1853,COMBOS
1854,Combos
1855,Mutton Momos
1856,Starters
1857,Milk Products
1858,Chicken Boneless 
1859,North Indian Main Course [ Serves 1-2 ]
1860,Prepare Your Own Pizza
1861,Gourmet Cookies
1862,Rice Bowls With Drink
1863,North Indian Curries
1864,Brizo (Biryani Type)
1865,Crostini
1866,Italian
1867,Evening Spl Sweet
1868,Juice Items
1869,Maha Matka Kulfi
1870,Stuffed Paratha Lunchbox
1871,Veg Fried Rice Chicken Curry Combo
1872,Duo Meals
1873,Paneer
1874,Non Veg Soup
1875,Hong Kong Noodles
1876,500 Ml Ice Creams
1877,Indian Gravy
1878,Handi Paneer
1879,Special items
1880,My Favourite
1881,Sides & Accompaniments
1882,Chinese Pork Main
1883,Cinnamon Rolls - Mini
1884,Indian Breads And Rice
1885,Ice Cream Cones
1886,Yummy Bites Special
1887,Entre Dals
1888,Quesadilla
1889,Indian  Non Veg
1890,Samoxa
1891,Stick Kulfi Large
1892,Chaap In Gravy
1893,Cheese Burst Burgers
1894,Craft Hot Chocolate
1895,Grits N' Gravy Special Thalis And Combos
1896,Majaa Thindi Curry Specials(online)
1897,Traditional Classic Pizza Veg
1898,Fresh Fruit Milkshakes
1899,Kulfi Special
1900,Waffles
1901,Cake and pastry
1902,HEALTHY SOUPS
1903,Extra Dip & Crispy Noodles
1904,Dal Se
1905,Rice Meals
1906,Pakodas (8 Pcs.)
1907,Feast Pizza
1908,Dum Biryanis (900 grams)
1909,SUGARFREE SWEETS
1910,Baked Snacks
1911,Chicken rice bowls
1912,Salads & Raitas
1913,Wrap Of The Day at 169 (Fri)
1914,Paneer Rolls [Big 9]
1915,Fathers Day Specials
1916,Olio X PHAT - Sides & Fries
1917,Dhokla
1918,Special Local Dishes
1919,Dhoodh Wali Chai
1920,Macaron
1921,Wraps And Roll
1922,Peri Peri Chicken Strips & Leg Pc
1923,Extra Meals Items
1924,Raan Thai
1925,South Indian (100% Shudh Desi Ghee)
1926,Crushers
1927,Special Medium Pizza
1928,Sandwiches (w/ In-House Focaccia Bread)
1929,Mocktails And Shakes
1930,Mexican rice
1931,Authentic Turkish Baklava
1932,Festive Special Sweets
1933,Veg Roll
1934,Breakfast combo
1935,Non Veg Fried Rice
1936,Currys
1937,Special Shakes & Mocktails
1938,Korean Appetizers
1939,Classic Cakes
1940,Wow ! Chicken On Wow Momo.
1941,2PC Breakfast Meal
1942,Chinese  Combos
1943,Arabian Special
1944,Value Bowl
1945,Non-Veg Paratha Bowls
1946,Kachori King Combos
1947,Kathi Roll's
1948,Veg Bread
1949,Paneer sabji
1950,Because you searshed for fries
1951,Celebration Day Combo
1952,Doi / Dahi
1953,China Express
1954,Dry Sweets
1955,Boss Burgers
1956,Double Topping Pizza
1957,Box of 12 Donuts (Buy 9 Get 3 Free)
1958,Thangapat Special Combos Pack
1959,BIG FAT WINGS
1960,Paneer and rabdi
1961,Indian Staples
1962,Sandwich and Burger
1963,Sliders
1964,All-in-1 Thali Meals
1965,Waffle Cakes
1966,Gourmet Non-veg Pan Pizza
1967,Breakfast Special Combos
1968,Tiffin services
1969,Meethe Me Kuch
1970,Pasta N Rice
1971,OVERNIGHT OATMEAL BOWLS
1972,All Day Favourites
1973,Kom Momos Platter
1974,Quesadilla & Tacos
1975,Burger Momo [Moburg]
1976,Chilli
1977,Assorted Snacks
1978,Shudh Ghee Se Mutton Curries
1979,Sinful Chocolate Ice Creams
1980,Other Items
1981,Chinese (non-veg)
1982,Mayonnaise Roll
1983,NOODLE SOUP
1984,Sandwich
1985,Bread And Naan
1986,Italiano Pizza
1987,Non Veg Garlic Breads
1988,Korean Stew
1989,Flask
1990,Gift Hamper
1991,Mocktails & Juices
1992,Super breakfast combo
1993,Mooligai Dosa Varieties
1994,Mini Biryanis
1995,Bhaji
1996,TRAVEL PACKS
1997,Grilled Smoky Red Chicken
1998,Shake Shop
1999,IPL special Offers & Value deals
2000,Signature Cold Coffees
2001,Death by Chocolate Sundaes
2002,Indian Appetizers (chicken)
2003,Cookies & More
2004,Ice Cream Soda
2005,Mughlai Biriyani
2006,Salads Veg
2007,Paratha Combos
2008,Rice [n]
2009,Our Speciality
2010,Kebabs Platter and Starters
2011,Faloodas
2012,Singapore Rice
2013,K-Town Sauces on Side (50 Ml)
2014,Ts Signature Tiffins
2015,Soda
2016,Desert
2017,House Special Garlic Breads!
2018,VEG MUNCHIES
2019,Namkeen @ Rs. 79
2020,Extra Helpings
2021,Special Kebab Biryani
2022,Break Fast Maniac
2023,Chapati Lunchbox
2024,Utthapams
2025,Sharing Plates
2026,Chilli Patatoes
2027,THALI
2028,Kichadi
2029,North Indian Thali's
2030,Tacos (cheese) 3 piece
2031,Biryani Pulao
2032,Thali & Combo
2033,Stand Alone Meat Items
2034,Coffee Beans
2035,Wraps
2036,Sticks
2037,Veg Wraps
2038,Local
2039,Schezwan Fried Rice
2040,Barish Combo
2041,Healthy Khichdis
2042,New Arrival Shakes
2043,Malabar paratha non veg combo
2044,Soups And Salads
2045,Dal Ka Bahar
2046,Kebabs & Barbeque
2047,Non Veg Wraps
2048,Fresh Varieties
2049,Vegeterian
2050,Savoury
2051,Chicken Momos [6 pieces]
2052,Korean Snacks
2053,Manchurian
2054,Grilled And Fried
2055,Non Veg Fried
2056,Non Veg Wrap
2057,Regular Dosa
2058,FROM THE SWEET TOOTH
2059,Janmashtami Special Falahari Namkeen
2060,Korean Wraps
2061,Vegan
2062,Gajak Specials
2063,Chineese Combo Noodles
2064,Kimbap
2065,Appam & Idiyappam
2066,Rice Bowl 
2067,Special Dish
2068,Veerji Special Mojito
2069,Soup
2070,Noodles & Eggs
2071,Fresh Cream Cake 1Kg
2072,Newly Launched - Bunless Burger Salads
2073,Bao
2074,Burrito wraps (cheese)
2075,Bread & Roti
2076,EPIC VALUE MEALS FOR 1-2 (UP TO 22% OFF)
2077,Chicken  Sandwich
2078,Energetic Beverages
2079,Burgers & Parcels
2080,Fresh Breads
2081,Water
2082,Burger Bun
2083,Indian Traditional Chicken
2084,Kulfi Faluda
2085,MAIN COURSE CHICKEN
2086,Premium Dates
2087,Box of 6 Donuts (Buy 5 Get 1 Free)
2088,Patties House
2089,Dry Cakes
2090,Fruit Ice Creams
2091,SOUPS & SALADS
2092,Poster & Photo Cakes
2093,Healthy
2094,Pork  Fried Rice
2095,BOOM Classics
2096,Sweets And Savories
2097,Coffee Treat
2098,Desserts and Sweets
2099,Confectionary-sweets And Savories
2100,Great Indian Sandwiches
2101,Indian Bowls
2102,WeFit Multigrain Sandwiches
2103,Momo Saver Combos (upto 30% Off)
2104,Millet Kerala Parotta with Curry
2105,Alu/ Baingan/ Bhindi Sabzi's
2106,Junior Burger
2107,Ladoo
2108,Today's Special
2109,Sabji In Kg
2110,Slice Kulfi
2111,Baked Sweets
2112,Chicken Dishes
2113,Gourmet Ice Cream Cups
2114,Stuffed Paratha
2115,Match Day Combos
2116,Independence day offer
2117,Mutton deluxe thali
2118,Vegan Treats
2119,Mangal Prabhu Hanuman Ji Special
2120,Tofu
2121,Pulao & Rice
2122,Chicken dam biriyani 148
2123,Breakfast N Beverages
2124,Dragon Panda Special Combos
2125,Asian Main Course
2126,Mac & Cheese bowls by The Good Bowl
2127,Chef's Special Assorted Platter
2128,Fried
2129,Veg Indian
2130,Matcha
2131,Pastries and Desserts
2132,Special Offer Pizza
2133,HK Special Sandwich
2134,Indian Main Course (egg)
2135,Drinks (Beverages)
2136,Mocktails 
2137,Vegetable Garden
2138,Indian Curry
2139,Indian Main Course (veg)
2140,Indian BOWLJ
2141,Dessert Items
2142,Sinful Desserts
2143,Hot Drinks
2144,Keto and Salads
2145,Special Ice Cream
2146,Classic Pizza
2147,Gifting And Sharing
2148,Chilli & Gravies
2149,Chatak Chaat
2150,Stone Sundae
2151,Pocket Friendly Items
2152,Starters & Kebabs
2153,Sundaes
2154,Haldiram Specialities
2155,Chicken Deluxe Thali
2156,Mutton And Fish Indian Main Course
2157,Chinese Non Veg Starters
2158,Mutton-Fish
2159,Katsu
2160,Prawn Fried  Rice
2161,Breakfast Meals
2162,Single Meals Combo
2163,Treasure Of Basmati
2164,Dal Items
2165,Starters & Salads
2166,Chaap Roll
2167,Mutton Biryani
2168,Non Veg Meals and Combo
2169,Special Meals
2170,100 ml Ice creams
2171,Lalaji Dahi Se
2172,Flavor Drinks
2173,Uramaki Rolls(8pcs)
2174,Rice Preparation
2175,Butter Dosas
2176,Rice and Pulao
2177,Ghee Sweets
2178,Egg Main Course
2179,Super Power Bunns
2180,Kadhai Meals
2181,Rakhi special
2182,Extra Add -ons
2183,Roti&Naan
2184,Simply Pizza
2185,"Biriyani , Khichdi And Fusion Rice Bowls"
2186,"Rice, Breads & Biryani"
2187,Retail Range
2188,Happiness Jar (250ml)
2189,Fish Dishes
2190,INDIAN CHICKEN ITEMS
2191,Idli/ Wada
2192,Thirst Quenchers
2193,Momo Mania
2194,TEA MASALA
2195,Chinese Starter (veg)
2196,Phat Burger
2197,North Indian Combos
2198,BonBons
2199,Timeless Collection Desserts
2200,Kitchen Stories
2201,Toasted Bagels
2202,Egg Fried Rice
2203,Made With Kitkat
2204,Hot Selling Item
2205,Salads Bowl
2206,Snacks & Chat
2207,Hotdogs
2208,LATE NIGHT SPECIALS (STARTING AT 199)
2209,Amritsari Special Full Nd Half
2210,Stimulating Beverages
2211,Seven In 1 Torte Dream Cake
2212,Guilt Free Shake
2213,Confectionery Cake
2214,Indian Rice / Breads
2215,Spl Juices
2216,Trout Specialities
2217,The Other Side (appetizers)
2218,From The Tandoor
2219,Tandoor Veg
2220,Salad & Papad
2221,Aloo Main Course
2222,Chinese Combo Veg
2223,Dal Aur Chawal
2224,Chicken Mandi
2225,Selection Of Fresh Juice
2226,Bachelor Biryani
2227,Special Sausages
2228,Snacks And Bakery
2229,Cold Bevrages
