dish_id,dish_name
19169,Lala Cream Chicken(Chicken cooked in mouth-watering garlic cream sauce.)
19170,Enchiladas Mexican
19171,Sweet Appam
19172,Zinger King Burger
19173,Paneer Paratha (Butter)
19174,Litti Chicken
19175,Butter Croissant + Iced Coffee.
19176,Hot Garlic Mac & Cheese with Chicken Sausage Bowl
19177,Veg Manchurian Dry                  
19178,Light Chocochips Cake [500 Gram ]
19179,Rose Special Ice Cream
19180,Original Tiramisu Glass
19181,Paneer Lababdar Thali Meal
19182,Veg Tikki Combo
19183,Kadhi Pakora
19184,Rabdi
19185,Paneer Mushroom Butter Masala
19186,Carrot Cheese Cake Slice
19187,Dal Kachori 1 PC
19188,Aloo pyaz panner
19189,Bokkeumbap(Korean Fried Rice) Veg              
19190,Coleslaw Sandwich [1pc]
19191,Chicken tikka kosha
19192,Paneer masala dosa
19193,Manchow Veg Soup
19194,Chicken Zesty Burger
19195,Classic Mutton Fried Momos[8 Pieces]
19196,Chicken Teriyaki Salad
19197,Queen Margherita Pizza (8 Inch)
19198,Chocolate Nuttela Coockies
19199,Garlic Butter Roti
19200,Ghehu Chivda
19201,Tandoori Mushroom Medium
19202,Veg. Jal Frezi
19203,Veg. Club Chesse Grilled Sandwich
19204,Malai paturi
19205,Kadhai wala Paneer Feast Thali + Masala Chaas
19206,Chicken Fry  (With Bone) 
19207,Squid Batter Fry
19208,Mushroom Methi Malai Gravy
19209,Anjeer Ice Cream
19210,Orange Punch
19211,Patra Dry
19212,Veg soup
19213,Dragonfire Paneer Thin Crust Pizza(Serves 2)
19214,Tandoori Paneer Tikka Medium Pizza (Serves-2)
19215,Chicken Peri Peri Momos
19216,Veg Manchurian Momo
19217,Pan Pasand Ice Cream
19218,Moong Dal Ka Halwa
19219,Mutton Kefta Mini Biryani Bowl
19220,Chilli Paneer Noodles
19221,Mughlai Chicken Biryani Combo
19222,Ottoman Turkish Baklava Medovik With Macaron
19223,Prawan King Size (12 Ps)
19224,HAZELNUT PASTRY
19225,Cupcakes - Pack Of 4
19226,Hariali Paneer Tikka
19227,Tandoori Chicken Pizza Regular
19228,Butter Masalaa Dosa
19229,Pistachio Chocolate Ladoo
19230,Chocoholic Pastry [1 Piece]
19231,Mexicana Potato Corn Salsa Wrap
19232,Aloo tikki cheese burger
19233,Tender Shake
19234,Kadai Mutton
19235,Special tea
19236,Hot Apple Cinnam
19237,Classic Hakka Noodles
19238,Paneer Chill Gravy
19239,Goan Prawns Pulao
19240,Grape Fresh Fruit Milkshake
19241,Dhall Thaduka
19242,Krishna Janmashtami Special Cake[500 Gram]
19243,Double Mutton Egg Roll
19244,Sanghai Noodles Veg              
19245,Stuffed Paratha Paneer
19246,Paneer Ka Sangam
19247,Chapathi - Paneer Butter Masala Combo
19248,Chicken Momos Tandoori
19249,McSpicy Chicken Burger Combo
19250,Chicken Pahadi Tikka
19251,Curd Vadai (2 Pcs)
19252,Bengali  style   katla  [2 pc]
19253,Chicken Double Trouble Burger
19254,Chicken Kheema Rice Bowl
19255,Jalapeno Cheese Chicken Strips Burger Wrap
19256,Hara Moong
19257,Dry Fruit Honey Dew
19258,Kothey Veg Momos
19259,Chicken Kshatriya Full
19260,Aloo piyaz paratha
19261,Batisha.
19262,Chicken Cafe De Paris Superbowl
19263,Parse Thali
19264,BK Veggie Burger + BK Veg Pizza Puff.
19265,Crispy Lotus Stem
19266,Mocha Iced Latte
19267,X On The Beach
19268,Veg mix roll
19269,Chana Samosa [2 Pcs]
19270,Cheese Tomato Croissant Slider
19271,Luchi With Egg Kasha Combo
19272,Homestyle Chicken Meal
19273,Aloo paratha + mix veg
19274,Mini Waffle Box of 4 - Premium Assorted
19275,Schezwan Paneer
19276,Tandoori Pizza
19277,Oat Milk
19278,Plain Curd (Dahi)
19279,Chicken Singapuri Rice and Chicken Manchurian
19280,Vegetable Grilled Sandwich
19281,Makki roti
19282,Chicken Manchurian [Gravy]
19283,Egg curry [2 pieces]
19284,Thatte Idli (1 Pcs) + Vada (1 Pcs)
19285,Tandori Paneer Pizza [7 Inches ]
19286,Chefs Special Thali
19287,Schezwan Margherita
19288,Chicken Green Curry Thai Style
19289,Hyderabadi Ghee Roast Chicken Biryani (Serves 1)
19290,Mysore Pak Hard [ 250 Grams ]
19291,Chocolate Fudge Brownie (100ml) - Kulfi (100 ml)
19292,Std Milk
19293,Soya afghani chaap
19294,Kachori (Dal) + Samosa                                  
19295,Breakfast Egg Thali
19296,Veg  Manchurian Dry
19297,Chole Kulcha (2Pcs)
19298,Honey Crispy Com
19299,Sandys Breakfast Plate
19300,Aloo Dum 
19301,Tawa Plain Roti
19302,Jalebi [Pure Ghee]
19303,Paneer Tarka (250 Gm)
19304,Paneer Grill Sandwich
19305,Mashroom Sanghai
19306,Prawn 65 Dry
19307,Prawns With Lemon Sauce
19308,Kall Dosai (2 Pcs)
19309,Aloo Bhujia 1 Kg
19310,Mutton Bhuna with Paratha
19311,Saktigarh Langcha [1 Piece]
19312,Fudgy Chocolate Brownie
19313,Ginger chicken
19314,Fiery Chicken
19315,Chicken Capsicum Kathi Roll
19316,Motichur Laddu
19317,Chicken Malai Tikka Roll (1PC)
19318,South Indian Special Masala Dosa. Idli. Sada Vada
19319,Paratha (1 Pc)
19320,LEMON GRASS PRAWN CURRY
19321,Veg Lemon And Coriander Soup
19322,South Indian (limited Meals)
19323,Sundried Tomato Naan
19324,Cinnamon Chai 250ML (Serves 2)
19325,Maa ka khazana
19326,Chicken Chinese Mushroom Soup
19327,Kaju Katli With Patisha Slice 1kg
19328,Chicken Momo Fried
19329,Masala Strawberry
19330,Pulihora Poppers
19331,1 Hot & Crispy with Regular Popcorn
19332,Ajwaini Fish Tikka  [8 Pcs]
19333,Cheese Volcano BBQ Chicken (Medium Plus)
19334,Classic Veggie Craver (10cm)
19335,Eggless Fresh Cream Pineapple Cake (500gms)
19336,Tawa Paratha
19337,Chochips coffee
19338,Paneer Double Egg Roll
19339,Assorted Mix Modak
19340,Falafel Hummus Wrap
19341,Chicken Pizza Meal 4 Course Meal
19342,Curry Leaves Powder
19343,Lachha with butter paneer
19344,My Original Donut - M.O.D (Box of Three)
19345,Chicken Red Chilli Garlic Rice
19346,Chicken China Town
19347,Soup &  will cost
19348,Rabri (300gms)
19349,Chamcham
19350,Punjabi Paneer
19351,Gosht Kakori Kebab [4 Pcs]
19352,Fruit & Cream
19353,Iced americano   [350 ml]
19354,Indi Chicken Tikka Pizza
19355,Methi Mutter Masala (250 Gms)
19356,Paneer Tikka masala
19357,Mixed Manchow Soup
19358,Vanilla Muffin
19359,Sambar Vadai [1 Pc]
19360,Naan(2Pcs)+Veg Tadka
19361,Veg Maggi Masala
19362,Soya Sticks
19363,Strawberry Swirl Cake Flingo Cone (110 Ml)
19364,Schezwan Rice
19365,Chicken Curry(2)+Tawa Roti(10)
19366,Angoori Rasmalai
19367,Chicken Fried Rice In Schezwan Sauce  Regular
19368,Veg Noodles Soup
19369,Moongdal 250g
19370,Chinese Non Veg Combo (serves 1)
19371,Idli Meal
19372,Burnt Chilli Garlic Fried Rice [Mixed]
19373,Methi Parathas
19374,Pineapple Rolls - MD
19375,Chicken Chow Chow Fried Rice
19376,Masala Tea 
19377,Mixed chow mein
19378,Fresh Lemon Soda Jeera Punch
19379,Oreo Raspberry Cheese Cake Pastry [Single]
19380,Lemon coriender soup
19381,Dahi Chole Pattice 
19382,Ghee Roast Rava Onion Dosa
19383,Chicken Mayonnaise Sandwich with Masala Chai 150 ML
19384,Chicken Biryani Special
19385,Kesar  Milk Badam
19386,Gobhi 65 With Mushroom Pulao
19387,Red Sauce Cheese Pasta
19388,Mutton Yakhni Pulao
19389,Bedmi Poori Sabji In Desi Ghee
19390,Choco Chip Muffin [1 Piece]
19391,Smoking Hot Dragon Sauce
19392,Blueberry & Lavendar
19393,Aloo Paratha Combo
19394,Pineapple Cake 1kg
19395,Mushroom Butter Masala [Serves 2]
19396,Veg Lazeez
19397,Blueberry Basil Sparkler
19398,Bao Veg
19399,Roti Pack Of 6pcs
19400,Chicken Triple Schezwan Fried Rice
19401,Potol Pesto
19402,Chappan Bhogh Thal (1 Kg)
19403,Tandoori Mushroom
19404,Chicken Momos Platter [Four In One] [20 Pieces]
19405,Achari mushroom tikka
19406,Royal treat gift basket
19407,Chicken Masala          
19408,Kaju Pista Barfi (4pcs)
19409,Matka dosa
19410,Chicken half & half biryani
19411,Paneer Tikka Tandoori Momos Dry [8 Pieces]
19412,Aloo Masala
19413,Classic Box Of 3 Donuts
19414,Shahi Chaap
19415,Pork Steam Momos And Chicken Chowmein
19416,Rohu Fish Hot Garlic Sauce
19417,Chocolate Mousse Therapy
19418,Butter Onion Masala Dosai
19419,Baby Corn Tilli Milli
19420,Mix Veg                   
19421,Aloo Dum With Plain Paratha
19422,Chilly Mushroom Gravy (without Onion Garlic)
19423,Jalapeno Paneer Cheese Salad Burger Wrap.
19424,VEG MANCHURIAN COMBO ( WITH NOODLES)
19425,Veg Hara Bhara Kebab [Full]
19426,Meal for 2: Pepper BBQ Chicken & Chicken Dominator
19427,Shanghai Fried Rice (400 Gms)
19428,Chena paish
19429,Wheatgerm
19430,Dilkhusar (Per Kg)
19431,Crispy Lollypop Combo - 1
19432,Lime soda juice
19433,Vazhakai Bhajji
19434,Shahi Paneer In White Gravy
19435,Badam Patisa - SM
19436,Veg  Thai Green Curry (Serves 2)
19437,Country Road Chicken Panino
19438,Tomato Uttapam [1 Plate]
19439,Shyamashree special chiken biriyani
19440,Red Velvet Mini Jar cake
19441,Paneer Mandi
19442,Butter chicken boneless
19443,Peas Pulao Medium
19444,Chicken Tikka Masala 
19445,Pepsi
19446,Peri Peri Potato Wedges
19447,HOT BASIL PRAWN COMBO ( WITH NOODLES)
19448,Jeera rice                                           
19449,Soya Banjara Tikka
19450,Tandoori Aloo Tikka
19451,CREAM CHEESE OPERA
19452,Suruchi Special Roll 
19453,Curd plain
19454,Honey And Oatmeal Cookies Twin Pack (150gm each)
19455,Beef sizzler
19456,Cr 7 Pistha Dry Fruits Kulfi
19457,Wok Tossed Brocolli
19458,Chicken Garlic
19459,Luchi & Suji Halwa Combo
19460,Gosht Yakhni Biryani [serves 2]
19461,Chicken Ceaser Salad
19462,Chicken Tikka Roll
19463,Hakka Pork
19464,Chocolate ice cream scoops
19465,Mashroom  Manchurian Dry
19466,Pineapple Shikanji
19467,Bada Ghewar Mitha With Maiai [1 Pc].
19468,Vanila Shake (Medium)
19469,Upvas Pattice and Imli Chutney
19470,Kathi Roll Paneer
19471,Arisi Appalam
19472,Tandoori Soya Chaap
19473,Pollo Di Arrabbiata Pasta
19474,Shahi Paneer - Everyday Thali
19475,"Aloo Tikki Chaat [2 Tikki, Large]"
19476,Egg Manchow Soup 
19477,Namma Podi Curd Rice
19478,Party Chasers Pizza (7 Inch)
19479,Matar Paneer With [4] Plain Paratha
19480,Slow Braised Pork Ribs
19481,Black Current Crushers
19482,Chicken Kadahi 
19483,Chilli Paneer
19484,Veg Power (Veg)
19485,Red Velvet Cupcakes [9 pcs]
19486,Mutton In Chilly Plum Sauce
19487,Soya Butter Masala
19488,Pasta Fruit Di Mare
19489,Two In One Mawa Modak
19490,Chicken Grilled Wrap
19491,Thali
19492,Stirred wings
19493,Sheera upma mix
19494,Chocochips Vanilla Jar
19495,Schezwan Plain Dosa
19496,Dum Aloo Masala
19497,Pata burfi
19498,Capsicum Pizza Regular
19499,Goan Brown Rice
19500,Paneer Lababdar [Serves 2]
19501,Kofta (per Pc)
19502,Paneer honey chilli momos
19503,Paper Kotmir Dosa
19504,Chilli Prawns In Hunan Style
19505,Baby corn 65
19506,Cold Brew Immersion
19507,Prawn Burnt Garlic Soup 
19508,Dum aloo signature dish
19509,Cheese Potato Sandwitch
19510,Chicken Schezwan Momos
19511,Paneer Chilli (8pcs.)
19512,Korean Corn Dog Chicken Sausage
19513,Alfredo (Pork)
19514,Chicken Kargemarge
19515,"Mini Masala Dosa,mini Utthapam,1 Idli,1 Vada & Juice"
19516,Chilly Garlic Noodles (Veg)
19517,Cookies & Cream
19518,Caramel Latte
19519,Kaju Anarkali
19520,Butter Chaap
19521,Scrambled Eggs                                 
19522,Chicken Pepperoni Cheese Burst
19523,Manchurian Gravy Fried Rice Combo
19524,Cheese Sandwich Without Grill Regular (120 Gms)
19525,Hazelnut Crunchy Pastry
19526,Smooth Butterscotch Mousse
19527,Virgin Mojito Reusable Bottle - DOTD
19528,"Idli (1 Pc) & Vada (1 Pc) (Served with Chutney, sambar)                           "
19529,2 Bottle Pepsi PET 475ml
19530,Crunchy Butterscotch Cupcake
19531,Salted Caramel Choco Mousse
19532,Mucha Chhap
19533,Awesome American Chessy Pizza ( Personal 8 Inch)
19534,Bread Pakoda (2 Pc)
19535,Nan Khatai - 300 GM
19536,Elderflower sour
19537,Raj Kachori (1 Serving)
19538,Dil Khush Thali
19539,Plain Utthapam Curd
19540,Vada (3 Pc)
19541,Mixed Fried Chow
19542,Regular UK Special Chocolate Pizza
19543,Aaloo Chaat
19544,Foxnut Chatpata Masala 80g
19545,Veg Spicy Pasta Bowlj
19546,Eggless White Forest Cake
19547,Chilli Fish    
19548,Virgin Mojito [350 ml]
19549,Caramelised Onion & Mushroom Tartlets
19550,Veg beijing fried rice
19551,Soan Papdi Desi Ghee 500g
19552,2 Non-Veg Shawarmas at 190 each.
19553,Fried Rice Non Veg
19554,Veg Patiala (250 Gm)
19555,Office Thali
19556,Chicken biryani half+4 piece chicken 65 with salad
19557,Chicken Fry Biryani
19558,Tandoori Chicken.
19559,Chicken Delight Pizza
19560,Balle Balle Pizza [Regular]
19561,Sattu Paratha With Dahi And Gulab Jamun
19562,Chines Combo Meal Seafood
19563,Mushroom Chilly Gravy
19564,Chanachur [100 G]
19565,Fresh lime soda salt
19566,2 x Chatpata Chana Veg Burger Meal
19567,Choco Hazelnut Cake [700gm]
19568,Mango Delight Shake
19569,Non veg desi chinese
19570,Khatta Meetha Mixture (250 gms) (Per Pkt)
19571,Redvelvet With White Chocolate Truffle 500Gm
19572,Cheese paper masala (served with chutney and sambar)
19573,KOREAN BUN
19574,Chocolate Cake
19575,Desi Ghee Jalebi [100 Grams]
19576,Peanuts
19577,Chilli Fish
19578,Hyderabadi Tandoori Tangdi Biryani Bowl
19579,Cinnamon Stick 150gs
19580,Salted Caramel & Biscuit Crepe
19581,Vegan Dark Chocolate  Ice Cream [450 ml]
19582,Add On Cheese Slice On Burger
19583,Rasbarry
19584,BBQ Paneer Pizza
19585,Estelle (Veggies & Mozza Sandwich)
19586,Mix Veg + 4 Tawa Roti + Salad
19587,Hyderabadi Chicken Dum Biryani With Kebab & Beverage Combo
19588,Gulab Jamun Lamba
19589,2 x Medium Chicken Popcorn
19590,Veg Fried Rice with Chilli Pork
19591,Channa masala
19592,Jalapeno Cheese Paneer Burger Wrap.
19593,Combos
19594,3 Tawa Roti [Large]
19595,Paneer Chettinad - Keto
19596,Mayo
19597,Soya kurkure momos
19598,Dahi Idli (Full)
19599,12 Pc Feast Chicken Bucket
19600,Americano Pasta Veg @99
19601,Garlic soup
19602,Aloo Dum Kashmiri
19603,Chilly Mushroom 
19604,Oreo Fantasy Cake
19605,Lachha Partha 
19606,Sweet & Spicy Chicken Wings
19607,Appam & Egg Roast
19608,Shahi Paneer combo                                                                                                          
19609,Kala Kand (1Pc)
19610,Garlic Wedges
19611,Veg Fried Rice & Chicken Curry Combo
19612,Farm Villa Pizza
19613,Dry Fruit Chakkar
19614,Teppen Yaki Chicken
19615,Chicken Thukpa Soup Noodles 
19616,Basic Burger
19617,Spaghetti Arrabiata Red Sauce Chicken
19618,Special Butter Khichdi
19619,Kachcha Gulla.
19620,Ghee Podi Dosa                                                                 
19621,Kalakand (Brown) 
19622,Kaju Jalebi
19623,Dahi fry
19624,Paneer Tikka - (5 Pcs)
19625,Spicy Mixture 400Gm
19626,Pepper Fish
19627,Shahi Tadka Dal Fry
19628,Basan Palli 250Gm
19629,Black Forest Pastry Eggless
19630,Veg Exotic Momo
19631,Egg Chowmein  
19632,Hydrabadi Egg Biryani
19633,Moroccan Meatball Spaghetti
19634,Chicken Rara with Keema Non-Veg
19635,Eggless Black Forest Cake (Serves 8) 500 GMS
19636,Carrot Juices
19637,Rasmalai [ Pack Of 4 Pcs ]
19638,Mix Veg Salad
19639,Mini thali
19640,Momo (Fried)                                 
19641,Tamarind Twist Sorbet
19642,Aloo Channa
19643,Waffle Wonder - 2 Serve Of Waffle
19644,Crispy Baby Corn 
19645,Sugar Free Vanilla Ice Cream
19646,Pesto Mushrooms Warm Bruschetta Cheese Garlic
19647,Kadhai Prawn
19648,Veg Special Fried Rice
19649,Matar Chaat 2 Plate
19650,Green tea
19651,Butter Chicken      
19652,Rich Mango Shake
19653,Dal Tadka Yellow
19654,Chole Rice 400 Gm
19655,Onion Kachauri
19656,Onion Podi Uttapam
19657,Chicken Garlic Chilli Sauce + Cottage Cheese Cutlet                                                                           
19658,Non veg steamed momos 6 pieces
19659,Rose Laddu 250Gm
19660,Seven in one torte cake 200gm
19661,VEGETABLE CHOWMEIN (GRAVY)
19662,Chicken Lollipop  
19663,Kulhad Lassi 5 Glass
19664,Plain Idiyappam (3 Pcs)
19665,Hot Chilli Chicken Bites
19666,Plain Roti with Plain Tadka
19667,Chicken Burnt Garlic Fried Rice
19668,German Pastry Eggless
19669,Tandoori Chicken Special Masala
19670,Sunshine Delight Bowl
19671,Loaded Chicken Popcorn
19672,Pork Schezwan   
19673,Schezwan Fried Rice(Garnished With Egg)
19674,Special Aloo Bhujiya
19675,Jinni Dosa
19676,Kaju Kalash
19677,Belgian Bliss Ice Cream (Tub)
19678,Ice cappuccino
19679,Karnataka Donne Chicken Joint Fry Biryani
19680,Creamy Alfredo Pasta + Chocolava
19681,Kala Khatta
19682,Singapuri mixed chowmein
19683,"Dry Fruit & Desi Ghee Mix Box (kaju Barfi, Kaju Chocolate Roll, Dhoda Barfi, Kesariya Laddu)"
19684,Kesar Peda.
19685,Masala Paratha
19686,Cheese Blast Crispy Chicken Burger
19687,Mix Veg Curry
19688,Smoky Paneer Roll + Cheeseburst Aloo Roll
19689,Spl. Pizza
19690,Blue Lemon Soda
19691,Subz Khazana Biryani Thali
19692,Mushroom With Schezwan Sauce
19693,Lemon Chili Chicken
19694,Aloo Tikki Burger + French Fries + 1 Coke (As Per Availability)
19695,Masala Onion Dosa
19696,Chicken Lababdar Mini Rice Bowl
19697,Machhli Baba Fries Platter
19698,Lassi - Vanilla : 200 Ml
19699,Kucho Nimki [100 G]
19700,Mutton Combo Meal [Serves 2]
19701,Vanilla Kitkat Shake
19702,Egg And Bacon Croissant
19703,Tawa Alfaham (Special)  (Chicken)
19704,Khubz (Kubo05)
19705,Chapathi - Channa Masala
19706,Pineapple & Corn Pizza
19707,Cottage Cheese Burger
19708,Spicy chakli 24 pcs
19709,Chandra Puli [1 Piece]
19710,Chicken Finger 1pics
19711,Chicken Hot N Sour Soup
19712,Kesar Nariyal Modak
19713,Upma Pesaratu
19714,P Rice
19715,Tandoori Chicken Tikka Croissant Sandwich
19716,TSC Fried Rice
19717,Porotta With Soya Roast
19718,Panjiri Laddu
19719,New Spicy Chicken Shawarma Plate With Fries
19720,Veg Biryani Half
19721,"12-Hour Marinated Grilled Chicken, Red Curry Sauce"
19722,Non veg lung fung soup
19723,Coconut Kulfi (pack Of 2)
19724,Cheese Butter Masala
19725,Chicken Keema Melt
19726,Sweet Amala (100Gm)
19727,Champakali Ganthiya
19728,Kabab Roll( Rumali)
19729,Chicken Tikka Biryani Half (2 Pcs Chicken Boneless Tikka + Raita)
19730,Salted Peanut
19731,Sausage Stromboli with Plain Pizza                                                          
19732,Paneer Chilli Roll Patties
19733,Pork Keema Masala (Minced Meat ) + 3 Paratha + Salad
19734,Vegetable Upma (Jain)
19735,Veg Mixed Sauce Penne
19736,Schezwan Dry Fried Green Beans
19737,Noodles- Chilli Chicken Combo(4 Pieces)
19738,Khaja
19739,Tangy Lemon Slush
19740,Chaas Plain/masala
19741,Kaju Koya
19742,Paneer Manchurian Noodle Bowl
19743,Double Short Espresso
19744,Namkin lassi
19745,Veg Sandwich [roti tadka]
19746,1 Plate Shawarma + 1 Al Faham [Qtr]+ 2 Porotta + Mayonnaise
19747,Bao Chicken
19748,Podi Dosai (1 Pc)
19749,Vada (1 Piece)
19750,Vrat Aloo Pattice (4 Pcs) & Green Chutney
19751,VEG CHILLI GARLIC NOODLES
19752,Badsahi 500 G
19753,Biryani rice                                                                                                     
19754,DHOKLA.
19755,Creamy Pesto Paneer Bowl Plus
19756,Green Mint
19757,Fries Large
19758,Lemon Tarts
19759,Jamoon (1)
19760,Kadhai Chicken [4 Pcs]
19761,Sambar Mini Idli
19762,Korean Mc Aloo Tikki Burger.
19763,Chilli Chicken combo
19764,Panipuri (Atta 6 Pcs)
19765,Mix Lemon Grass Fried Rice Large
19766,Devil's Chicken
19767,Coconut Burfi 250Gm
19768,Dks Aloo Dum
19769,Pizza [Veg]
19770,Four Cheese Risotto With Chicken
19771,Buff Steamed Momo
19772,Raaz-e-Kalimirch Murgh Biryani (Pepper Chicken Biryani)(Serves 2)
19773,Falafel Kuboos Shawarma & Beverage Combo
19774,Paneer Punjabi
19775,Dry Fruit Lassi (1 Glass)
19776,Sausage with Egg McMuffin 3 Pc Meal
19777,Samosalicious Smash Burger
19778,Plain paratha [4 pieces]
19779,Poha [250 Grams]
19780,Extra Cheese large
19781,Gluten Free Corn Cheese Steam Momo
19782,Egg Biryani Thali
19783,Mango Cheese Slice
19784,Coconut Cheese Onion Masala Dosa
19785,Green Chilli (Chicken)
19786,Special Kaju Ladoo (10Pc)
19787,Chilli chatpata
19788,Frozen Beef Samosa (5 Nos)
19789,Veg hot n sour soup                             
19790,Beef Soup
19791,Chonak Biryani
19792,GRAPEFRUIT PINA COLADA 
19793,Mushroom & Corn
19794,Thums Up [500 Ml]
19795,Oreo Fantasy
19796,Banana Walnut Cake (180 gm)
19797,Kaada Biryani
19798,Peri Peri Paneer Pizza [BIG 10]
19799,Vegetable Momo
19800,Gourmet Hot Chocolate N Smoked Chicken SW
19801,Tandoor Baby Corn
19802,Cheese Garlic Bread [pc]
19803,Coconut Spreaded Appam & Kadala Curry
19804,Pork Noodle
19805,Chicken Creamy White Penne Pasta
19806,Aloo Paratha 1no
19807,Coconut Cookies - 400 GM
19808,Lazeez Bhuna Murgh Biryani (Dum Chicken Biryani - Serves 4-5)
19809,"Kadhai Soya Chaap, Dal Makhani Deluxe Thali"
19810,DAL MAKHANI
19811,Gobi Paratha [1 Pc]
19812,Cold Brew Blend Coffee Beans
19813,Ob Chicken Corn  [Small] 
19814,Jeera Biscuit Namkeen
19815,Sindhi Style Mutton
19816,Handi Chicken (6 Pcs)
19817,Veg McMuffin  with Beverage
19818,Gobi 65 [Dry]
19819,VEG FRIED RICE (MUMBAI STYLE)
19820,Butterscotch Crunchy Cake 500g
19821,Schezwan Paneer Masala Dosa                                                   
19822,Dosa Rawa Masala
19823,Veg Chatpati Gravy 
19824,Crispy spicy chicken
19825,Lemon Ginger Tea 
19826,Nachos + Redbull
19827,Peri Peri Potato Pizza
19828,Mango Pickle - 250Gms
19829,Baked Vegetable
19830,Veg Biraiyani Raita Combo
19831,Cauliflower Folcopy
19832,Veg Mix Fry Rice
19833,Chinese Fried Rice Full
19834,"Paneer Momos [5 Pieces, Large]"
19835,Chocobar
19836,Corn Cheese Salt & Pepper
19837,Arabic Chicken Shawarma On Plate
19838,GT Road Paneer Mughlai [Masala Rice] Bowl
19839,Pineapple Cake        
19840,Podi Masala
19841,Golden Corn Kids Meal
19842,Egg Pakora (2 Pes)
19843,Masala Lachha / Aloo Bhaja Masala
19844,Spanish Tortilla Bacon
19845,PERI PERI GARLIC BREAD
19846,Chicken Jhol Momo
19847,PORK CHILLI GARLIC NOODLES
19848,Ice Cream and Fudge Choco Mini Pancakes (8 Pieces)
19849,Jodhpuri Pyaz Kachori [1pc]
19850,Ghee Podi Idli
19851,Vegtable Atta Maggie
19852,Baked Rosogolla (4Pcs)
19853,Smoor Mango Cashew Modak
19854,Millet Pongal (500 ml)
19855,Roasted Mongfali
19856,Mac & Cheese Paneer Tikka Pasta Bowl
19857,Butter Chicken Mini Meal
19858,Chilli Garlic Momo
19859,Normal French Fries
19860,Crispy Popcorn
19861,Chocolate Peanut & Caramel Protein Bar - Pack of 4
19862,70 Mm Dosa
19863,Veg Kolkata Roll
19864,Spicy Garlic Burger
19865,Cinnabon Stix (4 Pcs)
19866,Whole Wheat Laccha Paratha (2 pcs)
19867,Gulab jamun [2 pieces]
19868,Classic Corn (Personal) with Classic Breadstix and Pepsi
19869,Omelette  Plain
19870,Star Murukku 200gms [o]
19871,Grilled Chicken & Mushroom Pesto Pasta
19872,The Belgian Club + 1 Free Delight (Milk) {Discontinued}
19873,Spaghetti Aglio E Olio  Pepperoncino
19874,Chocolava Cake
19875,Double Cheese Margherita Pizza (8Inch)
19876,Minute Maid  Pulpy Orange
19877,Plain Barfi [ 1 Piece ]
19878,Khoya Chocolate Diamond 250Gm
19879,Duo Of Roasted Garlic Mashrooms
19880,Veg Aashiyana [Full]
19881,Egg burger
19882,Chinese patties
19883,Veg. Haka Noodles
19884,Cheese Utthapam Egg Masala Dosa. Butter Milk
19885,Fry Momos [6Pcs]
19886,Activated Charcoal And Coconut Milkshake
19887,1 Mushroom fried rice + 1 Plain paratha with aloo dum                                                                                    
19888,Puri Sabji (3 Pcs)
19889,Choti Chakori
19890,Veg Hot & Sour
19891,Chicken Punjabi (2 Pcs)
19892,Simple Rice
19893,Chicken tikka (10pc)
19894,Methi Malai Matar 
19895,Dal Makhni
19896,Besan Laddu                                                
19897,Shamam
19898,Hot Chocolate ( Coffee Box )
19899,Kalakand - SM
19900,Schezwan Chicken Fried Rice With Raita
19901,Dahi ke Kebab
19902,Dice Pork in Hot Sauce
19903,Vavrattan Pulao
19904,Paneer Momo Steamed (6 Pcs)
19905,Mutton Rogan Juice
19906,Veg Snacker Burger + Veg Snacker Burger
19907,Paneer Ginger 
19908,Mushroom Dahi Wala
19909,New Blue Moon Special Tikka
19910,Dhaniya Ghee Roast Dosa
19911,MLA Dosa
19912,Pista Italian Shake
19913,Beef Bibimbap
19914,Tawa Tiger Prawns
19915,Farm Fresh Pizza [Regular]
19916,Coconut Burfi 
19917,Chicken Pakoda(4pc)
19918,Harrisa Chicken Pickled Cucumber
19919,Punjabi Dal Tadka
19920,Kala Jamun (5 Pc)
19921,Vanilla Birthday Cake (450 Gm)
19922,Fudge Brownie
19923,Tawa roti plain
19924,Chocolate Truffle Pastry        
19925,Cream of Tomato with cheese
19926,Original Vanilla Ice Cream [100 ml]
19927,Rajasthani Ladoo (1Kg)
19928,Red Sause Pasta Veg
19929,Veg chowamin
19930,Schezwan Fried Rice Pork 
19931,Choco Candy (6 Pcs)
19932,Egg Chow mein
19933,Prawn Lemon Grass Soup
19934,Dragon Fire Egg Fried Rice
19935,Peri Peri Chicken Roll
19936,Herb Grilled Chicken Chunks Caesar Salad
19937,Classic Chicken Schezwan Wheat Momos [8 Pieces]
19938,Kaju Katli - MD
19939,Spicy Shawarma Roll
19940,Dam Biriyani Rice With Kosha Chicken 3Pic
19941,Mumbai Central Vada Pav [2 Pieces]
19942,Falahari Singhdana Sev Dalmoth (250g.)
19943,Blueberry Pastry                                          
19944,Moong Dal Burfi
19945,Almond Fudge Brownie
19946,Wendo's Fried Chicken King Burger
19947,Chef's Special Mutton Biryani
19948,Oven Roasted Garlic Bread                  
19949,2 Habanero Burrito Veg+1 Small Fries+1 Cinnamon Twists+2 Pepsi Zero
19950,Khasir Chorbi Bora (05pcs)
19951,Double Mutton Roll
19952,Choice Of Chicken
19953,Vada Single
19954,Cap Dosa
